,title,company,rating,search_city,location,salary,age,summary
220,Data Scientist,Stockport Metropolitan Borough Council,,Manchester,Stockport SK1,"£36,876 a year",30+ days ago,"Contract type: Temporary (18 months).We are looking to continue building our applied analytical techniques (predictive analytics, machine learning,…"
221,Analytics and Insights Manager,Booking.com,3.8,Manchester,Manchester,,30+ days ago,Serve as expert advisor to senior management regarding use of business intelligence tools and analytic solutions to achieve short and long-term business…
222,Deputy Business Analyst,North West Ambulance Service,3.2,Manchester,Bolton,"£37,570 - £43,772 a year",Today,"The successful post holder will support the Business Analyst to specify, develop, enhance and maintain a trust wide Business Intelligence reporting solution."
223,Associate Research Analyst,GlobalData PLC,3.1,Manchester,Manchester M1,"£20,000 a year",4 days ago,"Job Title: Associate Research Analyst.Location: Churchgate House, Oxford Street, Manchester.The research team produces a variety of research products, which…"
224,Deputy Business Analyst,North West Ambulance Service NHS Trust,3.3,Manchester,Bolton BL1,"£37,570 - £43,772 a year",Just posted,"The successful post holder will support the Business Analyst to specify, develop, enhance and maintain a trust wide Business Intelligence reporting solution."
225,Business Intelligence Solution Architect,Freshfields Bruckhaus Deringer LLP,4.1,Manchester,Manchester,,30+ days ago,Essential Technical Skills – Business Intelligence.Desirable Technical Skills – Business Intelligence.Build deep understanding of the technology used to…
226,Business Intelligence Team Lead,Venturi,5.0,Manchester,Manchester,£350 - £400 a day,30+ days ago,As the Business Intelligence Developer Team Lead you MUST have the following experience:A Business Intelligence Lead is needed to work on existing and…
227,BI Developer,Crimson Macaw,,Manchester,Manchester M2,"£30,000 - £50,000 a year",26 days ago,"Reporting Tools such as Tableau, Looker, OBIEE, Business Objects.All necessary training will be provided.Experience in using ETL/ELT tools, such as Matillion,…"
228,Business Intelligence Reporting Analyst - Horwich / Bolton,Circle Recruitment,,Manchester,,"£38,000 - £42,500 a year",17 days ago,"Business Intelligence Reporting Analyst - Horwich / Bolton.You shall work with business stakeholders to understand business process, identify and capture…"
229,Line Chef // Oxford Road,Mowgli Street Food Ltd.,,Manchester,,£8.50 an hour,4 days ago,"Mowgli University Green is hiring!Reference ID: Line Chef Uni Green.Job Types: Full-time, Part-time, Permanent.Line chef: 1 year (Preferred)."
230,BI Report Writer,ELAS Group,,Manchester,,"£40,000 a year",3 days ago,Good understanding and knowledge of business intelligence and expert in SQL Server Reporting Services (SSRS) and Power BI.Job Title: BI Report Writer*.
231,Graduate Sales Development Representative,THIS IS PRIME LIMITED,,Manchester,,"£22,000 - £28,000 a year",7 days ago,"They are experts in everything Data, Analytics & Business Intelligence - ensuring that businesses can get the insights they need from their data in a timely…"
232,Assistant HR/Payroll Systems Consultant,Phase 3 Consulting Ltd,,Manchester,,"£21,000 - £29,000 a year",8 days ago,"Use reporting tools to create, edit and burst/schedule analytics suites to client organisations – understand analytical concepts and business intelligence…"
233,Senior PHP Developer,Venditan,,Manchester,,"£38,000 - £48,000 a year",25 days ago,Developing tools to enhance the business intelligence capabilities of the Venditan platform and its clients.Integrating with other powerful 3rd party services.
234,Recruitment Team Manager,Network Rail,3.8,Manchester,Manchester M1,"£32,740 - £36,832 a year",6 days ago,Working knowledge of Oracle Business Intelligence MI software.Experience of influencing senior managers across the business.
235,BI Delivery Lead,Together Financial Services Ltd,,Manchester,Cheadle,"£60,000 - £70,000 a year",30+ days ago,"Provision of an effective and governed shared service to provide BI to business customers, including supporting and driving a self-serve culture;"
236,Country Controller,SPX FLOW,3.4,Manchester,Manchester,,6 days ago,You will have a good understanding of how a shared service centre operates alongside strong business unit experience within a manufacturing/engineering…
237,"MI Developer (SQL, SSRS, SSAS, QlikView)",Ampersand Consulting,3.7,Manchester,Manchester,"£35,000 - £45,000 a year",30+ days ago,"Research new Business Intelligence capabilities.Awareness in all Business Intelligence testing requirements.Strong customer facing skills, must be comfortable…"
238,Financial Researcher / Analyst,Paul Boardman Associates,,Manchester,Altrincham,"£22,000 - £24,000 a year",7 days ago,"Previous business experience is essential.Business experience: 1 year (Required).Working as a key member of the Business Intelligence Department, you will…"
239,BI (Business Intelligence) Developer,The Hut Group,2.5,Manchester,Manchester,,30+ days ago,"Proven experience developing Business Intelligence solutions, and developing data warehouses.You will be a pivotal part of our Business Intelligence and Data…"
240,BI Developer,Freshfields Bruckhaus Deringer LLP,4.1,Manchester,Manchester,,30+ days ago,You know how to communicate clearly with stakeholders so that business requirements are easily understood.You’ll use established processes and procedures to…
241,Delivery Lead,Crimson Macaw,,Manchester,Manchester M2,,26 days ago,All necessary training will be provided.Help clients identify solutions through joining in and leading workshops.
242,Consultant,Dufrain Consulting Ltd,,Manchester,Manchester,,30+ days ago,"You will be working with well known clients across a broad spectrum of areas including Data Management, Data Warehousing, Data Integration, Data Migration,…"
243,Business Intelligence Reporting Analyst - Horwich / Bolton,Circle Recruitment,,Manchester,,"£38,000 - £42,500 a year",17 days ago,"Business Intelligence Reporting Analyst - Horwich / Bolton.You shall work with business stakeholders to understand business process, identify and capture…"
244,BI Report Writer,ELAS Group,,Manchester,,"£40,000 a year",3 days ago,Good understanding and knowledge of business intelligence and expert in SQL Server Reporting Services (SSRS) and Power BI.Job Title: BI Report Writer*.
245,Line Chef // Oxford Road,Mowgli Street Food Ltd.,,Manchester,,£8.50 an hour,4 days ago,"Mowgli University Green is hiring!Reference ID: Line Chef Uni Green.Job Types: Full-time, Part-time, Permanent.Line chef: 1 year (Preferred)."
246,Graduate Sales Development Representative,THIS IS PRIME LIMITED,,Manchester,,"£22,000 - £28,000 a year",7 days ago,"They are experts in everything Data, Analytics & Business Intelligence - ensuring that businesses can get the insights they need from their data in a timely…"
247,Senior PHP Developer,Venditan,,Manchester,,"£38,000 - £48,000 a year",25 days ago,Developing tools to enhance the business intelligence capabilities of the Venditan platform and its clients.Integrating with other powerful 3rd party services.
248,Assistant HR/Payroll Systems Consultant,Phase 3 Consulting Ltd,,Manchester,,"£21,000 - £29,000 a year",8 days ago,"Use reporting tools to create, edit and burst/schedule analytics suites to client organisations – understand analytical concepts and business intelligence…"
249,BI Developer,Swinton Group,3.2,Manchester,Manchester,"£30,000 - £40,000 a year",30+ days ago,"You will report into the Business Intelligence and MI Manager for Swinton.As a business we are responsible, open and honest.Role Type: Permanent - full time."
250,Commercial Data Analyst,Worldgroup Careers MWT,4.0,Manchester,Stockport,,3 days ago,A keenness and enthusiasm to learn new technical skills such as coding languages and business intelligence dashboard design.
251,Marketing Performance Coordinator,Swinton Group,3.2,Manchester,Manchester,"£27,000 - £37,000 a year",30+ days ago,"Develop excellent relationships with the wider marketing team and internal stakeholders across different areas of the business such as Business Intelligence,…"
252,Database Analyst / Database Administrator (DBA),Fluid Recruitment Ltd,,Manchester,Manchester,"£18,000 - £25,000 a year",30+ days ago,"Technology: SQL Server, Data Integration, Analytics, Business Intelligence.Database Analyst / Database Administrator (DBA)."
253,Junior Business Analyst,Inspiring Interns,4.5,Manchester,Manchester,"£18,000 a year",30+ days ago,Working alongside the Business Intelligence Manager and dealing with each department of the business.Define high level business requirements.
254,Senior Information Analyst,Bridgewater Community Healthcare NHS Foundation Tr...,4.0,Manchester,St Helens,"£30,401 - £37,267 a year",7 days ago,The work will demand particular attention to performance and quality indicators and demand a strong focus on developing reports and Business Intelligence.
255,Head of Development,Venturi,5.0,Manchester,Manchester,"£80,000 - £95,000 a year",30+ days ago,Venturi operates as an employment agency and employment business.The opportunity gives the Head of Development the chance to lead a well-established…
256,Operations Analyst,NJR Recruitment,,Manchester,Salford,"£28,000 - £35,000 a year",7 days ago,"Strong technical proficiency, knowledge of business intelligence tools including Qlik.Interpret data, analyse results using statistical techniques and provide…"
257,Data Scientist,Venturi,5.0,Manchester,Manchester,"£40,000 - £50,000 a year",30+ days ago,Venturi operates as an employment agency and employment business.If you are a Data Scientist ( R / Python / SQL ) looking for a role which offers a brilliant…
258,Pen Tester (CPSA – CHECK – TIGER SCHEME),Venturi,5.0,Manchester,Manchester,£300 - £400 a day,30+ days ago,Venturi operates as an employment agency and employment business.12 month rolling contract – 5 days & Ad Hoc work available.£300 to £400 per day.
259,Line Chef // Oxford Road,Mowgli Street Food Ltd.,,Manchester,,£8.50 an hour,4 days ago,"Mowgli University Green is hiring!Reference ID: Line Chef Uni Green.Job Types: Full-time, Part-time, Permanent.Line chef: 1 year (Preferred)."
260,Business Intelligence Reporting Analyst - Horwich / Bolton,Circle Recruitment,,Manchester,,"£38,000 - £42,500 a year",17 days ago,"Business Intelligence Reporting Analyst - Horwich / Bolton.You shall work with business stakeholders to understand business process, identify and capture…"
261,Senior PHP Developer,Venditan,,Manchester,,"£38,000 - £48,000 a year",25 days ago,Developing tools to enhance the business intelligence capabilities of the Venditan platform and its clients.Integrating with other powerful 3rd party services.
262,Assistant HR/Payroll Systems Consultant,Phase 3 Consulting Ltd,,Manchester,,"£21,000 - £29,000 a year",8 days ago,"Use reporting tools to create, edit and burst/schedule analytics suites to client organisations – understand analytical concepts and business intelligence…"
263,Senior Software Engineer,Duuzra Event Software,,Manchester,,"£60,000 - £75,000 a year",19 days ago,Duuzra is a single piece of cloud-based business intelligence SAAS software that can be used to create engaging and exciting content engagement applications and…
264,Graduate Sales Development Representative,THIS IS PRIME LIMITED,,Manchester,,"£22,000 - £28,000 a year",7 days ago,"They are experts in everything Data, Analytics & Business Intelligence - ensuring that businesses can get the insights they need from their data in a timely…"
265,Senior Consultant,Dufrain Consulting Ltd,,Manchester,Manchester,,30+ days ago,"You will be working with well known clients across a broad spectrum of areas including Data Management, Data Warehousing, Data Integration, Data Migration,…"
266,"Growth Sales Executive (SF, Denver, Phoenix, NY, London, or...",BrightTALK,2.9,Manchester,Manchester,,30+ days ago,"You will be selling BrightTALK's SaaS content marketing platform, content services and high quality leads that are generated by connecting client content to…"
267,"Team Manager, Purchase to Pay",SPX FLOW,3.4,Manchester,Manchester,,6 days ago,"We are recruiting for a Purchase to Pay Team Manager at the SPXFLOW Shared Service Centre (SSC) located in Didsbury, South Manchester."
268,Data Analyst/ MI Analyst (Financial Services),N Brown,3.0,Manchester,Manchester,"£30,000 a year",30+ days ago,"Experience of developing dashboards and visualisations in Business Intelligence tools such as Microsoft Power BI or QlikView is desirable, but not essential."
269,Senior Business Systems Analyst - Enterprise Reporting,Michael Page UK,3.3,Manchester,Manchester,"£55,000 - £65,000 a year",30+ days ago,Must have exposure working in the role of a Business Systems Analyst or a Business Intelligence / IT Business Analyst with excellent requirements gathering…
270,Data Analyst,Hare,3.8,Manchester,Bury,,6 days ago,"They will have an interest in going beyond the obvious, to find the source, definition, and roots of data elements; collating them to create usable information…"
271,Head of Data and BI,Together Financial Services Ltd,,Manchester,Cheadle,,30+ days ago,"Provision of an effective and governed business service to provide Data, BI and subject matter expertise to business users;Including but not limited to:"
272,Graduate Sales Executive,This Is Prime,5.0,Manchester,Manchester,"£20,000 - £24,000 a year",8 days ago,"They are experts in everything Data, Analytics & Business Intelligence - ensuring that businesses can get the insights they need from their data in a timely…"
273,Client Manager,CGA Strategy Ltd,4.5,Manchester,Stockport,"£20,500 - £23,000 a year",30+ days ago,"Any experience in the field of market research, business intelligence or consultancy.Bonus: up to £3,000 per year (based on performance)."
274,BI Report Writer,ELAS Group,,Manchester,,"£40,000 a year",3 days ago,Good understanding and knowledge of business intelligence and expert in SQL Server Reporting Services (SSRS) and Power BI.Job Title: BI Report Writer*.
275,Business Intelligence Reporting Analyst - Horwich / Bolton,Circle Recruitment,,Manchester,,"£38,000 - £42,500 a year",17 days ago,"Business Intelligence Reporting Analyst - Horwich / Bolton.You shall work with business stakeholders to understand business process, identify and capture…"
276,Line Chef // Oxford Road,Mowgli Street Food Ltd.,,Manchester,,£8.50 an hour,4 days ago,"Mowgli University Green is hiring!Reference ID: Line Chef Uni Green.Job Types: Full-time, Part-time, Permanent.Line chef: 1 year (Preferred)."
277,Graduate Sales Development Representative,THIS IS PRIME LIMITED,,Manchester,,"£22,000 - £28,000 a year",7 days ago,"They are experts in everything Data, Analytics & Business Intelligence - ensuring that businesses can get the insights they need from their data in a timely…"
278,Assistant HR/Payroll Systems Consultant,Phase 3 Consulting Ltd,,Manchester,,"£21,000 - £29,000 a year",8 days ago,"Use reporting tools to create, edit and burst/schedule analytics suites to client organisations – understand analytical concepts and business intelligence…"
279,Senior PHP Developer,Venditan,,Manchester,,"£38,000 - £48,000 a year",25 days ago,Developing tools to enhance the business intelligence capabilities of the Venditan platform and its clients.Integrating with other powerful 3rd party services.
280,Senior Tableau Developer,InterQuest Group,3.8,Manchester,Manchester,"£65,000 a year",11 days ago,"Until this point, different parts of the business have been using various tools for Business Intelligence and managing that process within their own business…"
281,HR Insights Analyst,AXA UK,3.8,Manchester,Bolton BL6,"£25,000 a year",Today,"Working knowledge of Visual Basic for Applications (VBA) and its application for process automation in Excel and Access, SQL, Oracle PeopleSoft Query Manager,…"
282,BI Developer,A-Plant Hire Ltd,2.8,Manchester,Warrington WA3,,18 days ago,We are currently looking to recruit a new Business Intelligence Developer to our growing Data & Business Intelligence team.
283,BI Developer,Corecom Consulting,5.0,Manchester,Manchester,"£40,000 - £50,000 a year",30+ days ago,"Job Skill: Business Intelligence, BI, SSRS, reporting services, power bi, BI developer, business intelligence developer.What’s in it for you?"
284,BI Developer/MI Analyst,americangolf,3.3,Manchester,Warrington,,28 days ago,Support all areas of the business with data processing requirements.The successful candidate will be responsible for the analysis and communication of…
285,Editorial Associate (Part-Time,Thomson Reuters UK,3.9,Manchester,Hebden Bridge,,6 days ago,Helping collate business intelligence data reports and other reports and spreadsheets.Part-Time Editorial Associate (Two Days per Week).
286,MIS Applications Developer,Venturi,5.0,Manchester,Greater Manchester,£275 - £325 a day,30+ days ago,Venturi operates as an employment agency and employment business.Currently looking for MIS Applications Developer to join a Further Education in the Greater…
287,Senior Client Manager,CGA Strategy Ltd,4.5,Manchester,Stockport,"£24,000 - £30,000 a year",30+ days ago,"= Able toshow a track record of managing and growing business to business relationships.= Ideallysome experience in the field of market research, business…"
288,Senior Information Analyst,St Helens & Knowsley Teaching Hospitals,4.6,Manchester,St Helens,"£30,401 - £37,267 a year",Just posted,"Chris Yates - Deputy Head of Business Intelligence & Analytical Services, Information Department - 01512904109.Interviews will be held 11th February 2020."
289,Project Manager,Head Resourcing Limited,,Manchester,Manchester,£400 - £475 a day,30+ days ago,"The role will be leading an Analytics project, a complex project focusing on learner analytics and business intelligence/reporting."
290,BI Report Writer,ELAS Group,,Manchester,,"£40,000 a year",3 days ago,Good understanding and knowledge of business intelligence and expert in SQL Server Reporting Services (SSRS) and Power BI.Job Title: BI Report Writer*.
291,Business Intelligence Reporting Analyst - Horwich / Bolton,Circle Recruitment,,Manchester,,"£38,000 - £42,500 a year",17 days ago,"Business Intelligence Reporting Analyst - Horwich / Bolton.You shall work with business stakeholders to understand business process, identify and capture…"
292,Line Chef // Oxford Road,Mowgli Street Food Ltd.,,Manchester,,£8.50 an hour,4 days ago,"Mowgli University Green is hiring!Reference ID: Line Chef Uni Green.Job Types: Full-time, Part-time, Permanent.Line chef: 1 year (Preferred)."
293,Graduate Sales Development Representative,THIS IS PRIME LIMITED,,Manchester,,"£22,000 - £28,000 a year",7 days ago,"They are experts in everything Data, Analytics & Business Intelligence - ensuring that businesses can get the insights they need from their data in a timely…"
294,Assistant HR/Payroll Systems Consultant,Phase 3 Consulting Ltd,,Manchester,,"£21,000 - £29,000 a year",8 days ago,"Use reporting tools to create, edit and burst/schedule analytics suites to client organisations – understand analytical concepts and business intelligence…"
295,Senior PHP Developer,Venditan,,Manchester,,"£38,000 - £48,000 a year",25 days ago,Developing tools to enhance the business intelligence capabilities of the Venditan platform and its clients.Integrating with other powerful 3rd party services.
296,Graduate Client Manager,CGA Strategy Ltd,4.5,Manchester,Stockport,"£17,000 - £20,000 a year",30+ days ago,This role is designed for graduates who are looking to progress into a client management with a passion for business development.= BOLD Brave with an opinion.
297,SAP Functional Analyst,IESA,3.7,Manchester,Warrington,,28 days ago,Supporting Business Intelligence reporting systems.Identifying and implementing incremental improvements in the current environment to better support the…
298,Cloud/Data Engineer,Crimson Macaw,,Manchester,Manchester M2,"£35,000 - £55,000 a year",26 days ago,You will be helping our customers build Cloud environments using Infrastructure as code to implement reproducible environments.Experience in TDD and/or BDD.
299,EDI Integration Specialist,CV Screen,,Manchester,Manchester,"£45,000 a year",3 days ago,"Who will ideally have Business Intelligence knowledge.You’ll initially use your EDI expertise to integrate systems, before taking responsibility for the…"
300,Client Director (New Business Sales) - Professional Services,Interaction Recruitment,3.0,Manchester,Manchester,"£40,000 - £55,000 a year",30+ days ago,"Digital Development, Business Intelligence and Automation services.Client Director (New Business sales).Comfortable with New Business including cold calling."
301,ReactJS Developers,Venturi,5.0,Manchester,Manchester,"£35,000 - £45,000 a year",30+ days ago,"Venturi operates as an employment agency and employment business.They’re a household name, and their recent success over the last few years has lead them to…"
302,BI Analyst- SSIS,CV Screen,,Manchester,Manchester,"£35,000 a year",30+ days ago,Business Intelligence (BI) Analyst with strong SQL skills is required by a leading Pharmaceutical company based in Manchester.Who will suit this role?
303,Manager / Senior Manager,Dufrain Consulting Ltd,,Manchester,Manchester,,30+ days ago,"Experience of providing insightful solutions throughout the business.Experience in multiple areas – Data Management, Data Warehousing, Data Integration, Data…"
304,Divisional Data Analyst,Together Financial Services Ltd,,Manchester,Cheadle,"£25,000 - £28,000 a year",30+ days ago,Business partnering for Business Intelligence and IT including change requests/briefs.Prior experience of working closely with business areas.
305,"Assistant Director, Transaction Services, Financial Advisory...",Deloitte,4.0,Manchester,Manchester,,30+ days ago,"You will typically work within a wider deal team which accesses the firm's vast range of expertise including commercial and operational due diligence, sale and…"
306,BI Report Writer,ELAS Group,,Manchester,,"£40,000 a year",3 days ago,Good understanding and knowledge of business intelligence and expert in SQL Server Reporting Services (SSRS) and Power BI.Job Title: BI Report Writer*.
307,Business Intelligence Reporting Analyst - Horwich / Bolton,Circle Recruitment,,Manchester,,"£38,000 - £42,500 a year",17 days ago,"Business Intelligence Reporting Analyst - Horwich / Bolton.You shall work with business stakeholders to understand business process, identify and capture…"
308,Line Chef // Oxford Road,Mowgli Street Food Ltd.,,Manchester,,£8.50 an hour,4 days ago,"Mowgli University Green is hiring!Reference ID: Line Chef Uni Green.Job Types: Full-time, Part-time, Permanent.Line chef: 1 year (Preferred)."
309,Graduate Sales Development Representative,THIS IS PRIME LIMITED,,Manchester,,"£22,000 - £28,000 a year",7 days ago,"They are experts in everything Data, Analytics & Business Intelligence - ensuring that businesses can get the insights they need from their data in a timely…"
310,Assistant HR/Payroll Systems Consultant,Phase 3 Consulting Ltd,,Manchester,,"£21,000 - £29,000 a year",8 days ago,"Use reporting tools to create, edit and burst/schedule analytics suites to client organisations – understand analytical concepts and business intelligence…"
311,Senior PHP Developer,Venditan,,Manchester,,"£38,000 - £48,000 a year",25 days ago,Developing tools to enhance the business intelligence capabilities of the Venditan platform and its clients.Integrating with other powerful 3rd party services.
312,Enterprise Architect,Venturi,5.0,Manchester,Manchester,,30+ days ago,Experienced with business change and transformation programmes.Venturi operates as an employment agency and employment business.
313,BI Functional Analyst,Digital Gurus,,Manchester,Manchester,"£40,000 - £45,000 a year",30+ days ago,"Working closely with business users to understand and analyse business requirements, evaluate options, research and propose suitable solutions."
314,BI Developer,Venturi,5.0,Manchester,Manchester,£300 - £350 a day,30+ days ago,Key skills required for Business Intelligence Developer include:Beneficial skills required for Business Intelligence Developer include:
315,CRO Manager,The Candidate,4.5,Manchester,Manchester,"£35,000 a year",18 days ago,Use of analytics to deliver data-driven business intelligence and actionable insight.Sound understanding of a variety of online marketing concepts and the…
316,Senior Cloud/Data Engineer,Crimson Macaw,,Manchester,Manchester M2,"£50,000 - £70,000 a year",26 days ago,You will responsible for the development of data ingestion pipelines making data available for analysis and data science.Experience in TDD and/or BDD.
317,Backend Developer,Venturi,5.0,Manchester,Manchester,"£35,000 - £45,000 a year",30+ days ago,Venturi operates as an employment agency and employment business.Backend Developer ( PHP / MySQL / OOP ) sought for a company based in Central Manchester.
318,SENIOR SOFTWARE ENGINEER,i5 Solutions Europe Limited,,Manchester,Manchester,"£36,000 - £40,000 a year",30+ days ago,"Should be Familiar with different technologies C, shall script, Derby and Directory servers (Active Directory, Open LDAP), Exchange server 2010 and Business…"
319,Project Controls Engineer,Costain House,,Manchester,Manchester M22,,21 days ago,Experience with Business Intelligence Software (such as Power BI) preferred but not essential.An ability to effectively interpret data and provide input on…
320,BI Analyst Developer,Buy It Direct,2.8,Manchester,Huddersfield HD2,"£50,000 a year",30+ days ago,Be responsible for the presentation of management information and business intelligence at all levels throughout the business.What will you have to do?
321,Ecommerce Lead,ao.com,2.9,Manchester,Bolton,,30+ days ago,"Become an expert on how to best surface content - monitoring customer trends, best practices, third party tools and partnerships and internal business…"
322,BI Report Writer,ELAS Group,,Manchester,,"£40,000 a year",3 days ago,Good understanding and knowledge of business intelligence and expert in SQL Server Reporting Services (SSRS) and Power BI.Job Title: BI Report Writer*.
323,Business Intelligence Reporting Analyst - Horwich / Bolton,Circle Recruitment,,Manchester,,"£38,000 - £42,500 a year",17 days ago,"Business Intelligence Reporting Analyst - Horwich / Bolton.You shall work with business stakeholders to understand business process, identify and capture…"
324,Line Chef // Oxford Road,Mowgli Street Food Ltd.,,Manchester,,£8.50 an hour,4 days ago,"Mowgli University Green is hiring!Reference ID: Line Chef Uni Green.Job Types: Full-time, Part-time, Permanent.Line chef: 1 year (Preferred)."
325,Financial Planning and Analysis Leader,Unifrax,3.3,Manchester,Rainford,,30+ days ago,"Experience with consolidation and business intelligence systems, including BPC, Qlick.Business Intelligence Systems – Identify, recommend, and help implement…"
326,Oracle BI Publisher Developer,OCC Computing,,Manchester,Manchester,"£40,000 - £50,000 a year",30+ days ago,"My client a UK Top Track 100 company, is seeking an experienced, motivated and focussed Oracle Business Intelligence developer to join their growing team."
327,Hyperion / Essbase Developer,Venturi,5.0,Manchester,Manchester,£300 - £350 a day,30+ days ago,A Hyperion / Essbase Developer is required to work for a company to join their Business Intelligence team situated in Manchester City Centre.
328,Finance Systems Analyst,Page Personnel - UK,2.6,Manchester,Altrincham,"£30,000 - £35,000 a year",30+ days ago,"As a Finance Systems Analyst, you will report into the Finance Systems Manager, responsible for working with the next generation of Business Intelligence and…"
329,Senior BI Developer,Opus Recruitment Solutions,4.6,Manchester,Manchester,"£50,000 - £55,000 a year",18 days ago,"As a Senior BI Developer, you will be designing and delivering business intelligence services while having extensive experience with Power BI or other…"
330,"BI Developer - Consultancy (SSIS, Cognos, MS BI Stack etc)",Agile Recruit,,Manchester,Manchester,"£40,000 - £60,000 a year",5 days ago,This position is open to anyone from developers/consultants from various technical backgrounds within Business Intelligence who are keen to broaden their…
331,BI Analyst/Developer,Digital Gurus,,Manchester,Manchester,"£45,000 - £55,000 a year",30+ days ago,"Architect BI solutions for new and existing BI reporting solutions for different business units.Based in the North West this company, who specialise in the…"
332,Front End Developer,Venturi,5.0,Manchester,Manchester,"£30,000 - £40,000 a year",30+ days ago,Venturi operates as an employment agency and employment business.Frontend Developer ( JavaScript / React / Angular / Vue.js ) sought for the digital branch of…
333,Frontend developer,Venturi,5.0,Manchester,Greater Manchester,"£35,000 - £45,000 a year",30+ days ago,Venturi operates as an employment agency and employment business.A Frontend Developer (or engineer) sought after for one of the biggest names in women’s…
334,BI Consultant,MHR,3.6,Manchester,Manchester,,28 days ago,"Provide high quality, professional business intelligence consultancy services to customers and prospects.ITrent and/ or Business Objects experience vital."
335,Assistant HR/Payroll Systems Consultant,Phase 3 Consulting Ltd,,Manchester,,"£21,000 - £29,000 a year",8 days ago,"Use reporting tools to create, edit and burst/schedule analytics suites to client organisations – understand analytical concepts and business intelligence…"
336,Senior PHP Developer,Venditan,,Manchester,,"£38,000 - £48,000 a year",25 days ago,Developing tools to enhance the business intelligence capabilities of the Venditan platform and its clients.Integrating with other powerful 3rd party services.
337,BI Report Writer,ELAS Group,,Manchester,,"£40,000 a year",3 days ago,Good understanding and knowledge of business intelligence and expert in SQL Server Reporting Services (SSRS) and Power BI.Job Title: BI Report Writer*.
338,Graduate Sales Development Representative,THIS IS PRIME LIMITED,,Manchester,,"£22,000 - £28,000 a year",7 days ago,"They are experts in everything Data, Analytics & Business Intelligence - ensuring that businesses can get the insights they need from their data in a timely…"
339,Business Intelligence Reporting Analyst - Horwich / Bolton,Circle Recruitment,,Manchester,,"£38,000 - £42,500 a year",17 days ago,"Business Intelligence Reporting Analyst - Horwich / Bolton.You shall work with business stakeholders to understand business process, identify and capture…"
340,Line Chef // Oxford Road,Mowgli Street Food Ltd.,,Manchester,,£8.50 an hour,4 days ago,"Mowgli University Green is hiring!Reference ID: Line Chef Uni Green.Job Types: Full-time, Part-time, Permanent.Line chef: 1 year (Preferred)."
341,Enterprise Business Development Manager - SaaS,Interaction Recruitment,3.0,Manchester,Manchester,"£50,000 - £60,000 a year",30+ days ago,You will be selling across their full Business Intelligence and Data Integration portfolio.Enterprise Business Development Manager - SaaS.
342,Marketing Apprentice,Knauf Insulation,3.4,Manchester,St Helens WA10,,30+ days ago,"Learning savvy, positive, flexible and adaptable to changing business demands.Knauf Insulation is seeking a Marketing Apprentice to join its Marketing Team…"
343,Senior Claims Analyst,Royal Sun Alliance,3.7,Manchester,Manchester,,30+ days ago,Experience with Data Science techniques and Business Intelligence tools would be advantageous.Building and maintaining relationships with business leaders…
344,"SQL DEVELOPER - GREATER MANCHESTER - £35,000",Spring,,Manchester,Altrincham,,21 days ago,Growing insurance firm who have experience tremendous growth due to acquisitions and are looking for you to join their growing business intelligence team.
345,UX Designer,Booking.com,3.8,Manchester,Manchester,,30+ days ago,Research and data driven: Able to leverage insights from user research and business intelligence to inform designs and prioritisation as part of a team.
346,BI Engineer,The Hut Group,2.5,Manchester,Manchester,,30+ days ago,"Proven experience developing Business Intelligence solutions, and developing data warehouses.You will be a pivotal part of our Business Intelligence and Data…"
347,Trading Executive Fashion - Luxury Fashion,The Hut Group,2.5,Manchester,Manchester,,30+ days ago,Gather data and analysis for the department’s performances against KPI’s using internal (Business Intelligence reports) and external (e.g. Google Analytics)…
348,Senior Valuer,Jacobs,3.9,Manchester,Manchester,,30+ days ago,Sound business intelligence and ability to identify commercially viable opportunities and secure value for money in service delivery.
349,Senior BI Developer,Robert Walters,3.6,Manchester,Manchester,,6 days ago,"A positive, enthusiastic and methodical attitude to SQL development and Business Intelligence.Can demonstrate experience of all aspects of the BI lifecycle…"
350,Manchester - BI Developer,Opus Recruitment Solutions,4.6,Manchester,Manchester,"£40,000 - £50,000 a year",5 days ago,Communicate with other departments and important members in the business to understand business requirements.A fast-growing technology company is looking for a…
351,BI Report Writer,ELAS Group,,Manchester,,"£40,000 a year",3 days ago,Good understanding and knowledge of business intelligence and expert in SQL Server Reporting Services (SSRS) and Power BI.Job Title: BI Report Writer*.
352,Senior PHP Developer,Venditan,,Manchester,,"£38,000 - £48,000 a year",25 days ago,Developing tools to enhance the business intelligence capabilities of the Venditan platform and its clients.Integrating with other powerful 3rd party services.
353,Graduate Sales Development Representative,THIS IS PRIME LIMITED,,Manchester,,"£22,000 - £28,000 a year",7 days ago,"They are experts in everything Data, Analytics & Business Intelligence - ensuring that businesses can get the insights they need from their data in a timely…"
354,Assistant HR/Payroll Systems Consultant,Phase 3 Consulting Ltd,,Manchester,,"£21,000 - £29,000 a year",8 days ago,"Use reporting tools to create, edit and burst/schedule analytics suites to client organisations – understand analytical concepts and business intelligence…"
355,Business Intelligence Reporting Analyst - Horwich / Bolton,Circle Recruitment,,Manchester,,"£38,000 - £42,500 a year",17 days ago,"Business Intelligence Reporting Analyst - Horwich / Bolton.You shall work with business stakeholders to understand business process, identify and capture…"
